GENE	G_arboreum%G_a_rep1	G_arboreum%G_a_rep2	G_arboreum_x_raimondii%G_HH_rep1	G_arboreum_x_raimondii%G_HH_rep2	G_raimondii%G_r_rep1	G_raimondii%G_r_rep2
lcl|NC_030673.1_cds_XP_017607682.1_30619	273	247	179	153	174	143
lcl|NC_030673.1_cds_XP_017650163.1_30620	400	256	466	405	442	261
lcl|NC_030673.1_cds_XP_017607556.1_30621	366	196	185	105	273	232
lcl|NC_030673.1_cds_XP_017604054.1_30622	6	3	17	12	10	7
lcl|NC_030673.1_cds_XP_017606639.1_30623	292	206	236	168	168	155
lcl|NC_030673.1_cds_XP_017604183.1_30626	813	659	676	877	922	507
lcl|NC_030673.1_cds_XP_017603087.1_30627	95	58	93	66	29	29
lcl|NC_030673.1_cds_XP_017607065.1_30628	666	509	541	435	414	267
lcl|NC_030673.1_cds_XP_017605608.1_30629	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605607.1_30630	9	8	15	15	26	20
lcl|NC_030673.1_cds_XP_017606655.1_30631	1086	684	696	577	641	427
lcl|NC_030673.1_cds_XP_017607053.1_30632	136	60	115	518	46	43
lcl|NC_030673.1_cds_XP_017607054.1_30633	116	74	103	491	54	37
lcl|NC_030673.1_cds_XP_017604184.1_30634	0	0	0	1	1	0
lcl|NC_030673.1_cds_XP_017606605.1_30635	100	58	46	61	36	26
lcl|NC_030673.1_cds_XP_017606607.1_30636	4	2	1	4	0	0
lcl|NC_030673.1_cds_XP_017606608.1_30637	4	0	4	4	7	6
lcl|NC_030673.1_cds_XP_017606603.1_30638	222	150	183	198	198	180
lcl|NC_030673.1_cds_XP_017603182.1_30640	285	124	64	70	172	170
lcl|NC_030673.1_cds_XP_017603651.1_30642	14	8	21	26	35	26
lcl|NC_030673.1_cds_XP_017605145.1_30645	110	72	35	33	47	46
lcl|NC_030673.1_cds_XP_017605731.1_30646	0	3	1	3	0	0
lcl|NC_030673.1_cds_XP_017603115.1_30647	14	11	31	21	11	9
lcl|NC_030673.1_cds_XP_017606891.1_30648	167	108	159	145	221	162
lcl|NC_030673.1_cds_XP_017603756.1_30649	1144	627	449	373	519	336
lcl|NC_030673.1_cds_XP_017606693.1_30650	241	158	240	156	231	178
lcl|NC_030673.1_cds_XP_017604185.1_30653	22	11	14	9	77	33
lcl|NC_030673.1_cds_XP_017605002.1_30654	5	6	3	4	30	17
lcl|NC_030673.1_cds_XP_017605315.1_30655	0	0	0	0	1	1
lcl|NC_030673.1_cds_XP_017605779.1_30657	0	0	0	0	2	2
lcl|NC_030673.1_cds_XP_017604186.1_30658	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604188.1_30659	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017650192.1_30660	44	45	35	44	29	18
lcl|NC_030673.1_cds_XP_017606925.1_30661	342	229	369	272	520	330
lcl|NC_030673.1_cds_XP_017607219.1_30662	266	138	201	157	151	117
lcl|NC_030673.1_cds_XP_017607217.1_30663	21	16	41	33	39	24
lcl|NC_030673.1_cds_XP_017604189.1_30665	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017650115.1_30666	116	95	100	93	104	62
lcl|NC_030673.1_cds_XP_017603891.1_30667	64	41	79	49	59	43
lcl|NC_030673.1_cds_XP_017603980.1_30669	74	47	76	62	78	56
lcl|NC_030673.1_cds_XP_017603623.1_30670	77	41	33	38	37	32
lcl|NC_030673.1_cds_XP_017606825.1_30672	177	126	203	170	111	97
lcl|NC_030673.1_cds_XP_017602846.1_30673	578	294	402	293	527	343
lcl|NC_030673.1_cds_XP_017607403.1_30674	842	468	466	571	521	315
lcl|NC_030673.1_cds_XP_017604190.1_30675	0	0	0	4	4	0
lcl|NC_030673.1_cds_XP_017606547.1_30676	218	112	229	227	174	167
lcl|NC_030673.1_cds_XP_017606545.1_30678	176	109	209	123	155	157
lcl|NC_030673.1_cds_XP_017605149.1_30680	15	4	58	73	38	7
lcl|NC_030673.1_cds_XP_017606946.1_30681	28	14	16	9	14	13
lcl|NC_030673.1_cds_XP_017606947.1_30682	50	33	90	78	96	62
lcl|NC_030673.1_cds_XP_017606949.1_30684	0	0	1	0	1	0
lcl|NC_030673.1_cds_XP_017607035.1_30685	139	75	99	87	211	167
lcl|NC_030673.1_cds_XP_017605960.1_30689	2	4	0	1	0	0
lcl|NC_030673.1_cds_XP_017606784.1_30691	241	153	131	84	146	155
lcl|NC_030673.1_cds_XP_017606786.1_30693	89	51	40	27	20	13
lcl|NC_030673.1_cds_XP_017606787.1_30694	37	22	14	12	39	28
lcl|NC_030673.1_cds_XP_017604191.1_30695	10	6	19	9	4	2
lcl|NC_030673.1_cds_XP_017602910.1_30696	281	150	216	188	132	121
lcl|NC_030673.1_cds_XP_017602908.1_30697	232	139	189	294	84	67
lcl|NC_030673.1_cds_XP_017650181.1_30700	18	9	4	1	16	9
lcl|NC_030673.1_cds_XP_017650184.1_30701	15	11	3	2	15	8
lcl|NC_030673.1_cds_XP_017650182.1_30703	17	11	7	2	7	8
lcl|NC_030673.1_cds_XP_017650187.1_30704	15768	11093	4662	5237	17185	9652
lcl|NC_030673.1_cds_XP_017606983.1_30705	40	19	20	20	13	11
lcl|NC_030673.1_cds_XP_017606982.1_30707	37	17	21	16	16	9
lcl|NC_030673.1_cds_XP_017605644.1_30708	3	0	1	1	1	1
lcl|NC_030673.1_cds_XP_017606037.1_30709	4	13	12	6	6	14
lcl|NC_030673.1_cds_XP_017604192.1_30710	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603102.1_30711	133	87	194	138	117	73
lcl|NC_030673.1_cds_XP_017603750.1_30712	76	42	57	66	21	21
lcl|NC_030673.1_cds_XP_017607003.1_30713	925	626	1172	751	917	631
lcl|NC_030673.1_cds_XP_017607222.1_30714	171	92	91	122	507	308
lcl|NC_030673.1_cds_XP_017603429.1_30715	73	51	98	79	98	84
lcl|NC_030673.1_cds_XP_017603352.1_30719	69	41	55	33	75	55
lcl|NC_030673.1_cds_XP_017604193.1_30720	1	0	1	0	2	3
lcl|NC_030673.1_cds_XP_017602945.1_30721	1531	787	1009	1736	244	156
lcl|NC_030673.1_cds_XP_017603852.1_30722	34	15	12	24	15	16
lcl|NC_030673.1_cds_XP_017605688.1_30723	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603648.1_30724	44	23	26	49	49	16
lcl|NC_030673.1_cds_XP_017607462.1_30726	263	185	428	450	290	196
lcl|NC_030673.1_cds_XP_017603053.1_30727	21	10	43	49	42	32
lcl|NC_030673.1_cds_XP_017650242.1_30729	225	132	367	437	77	55
lcl|NC_030673.1_cds_XP_017605161.1_30730	22	16	28	19	28	16
lcl|NC_030673.1_cds_XP_017603975.1_30731	118	76	126	145	44	41
lcl|NC_030673.1_cds_XP_017604994.1_30732	82	68	162	143	41	16
lcl|NC_030673.1_cds_XP_017604042.1_30733	55	23	18	38	23	16
lcl|NC_030673.1_cds_XP_017603265.1_30734	34	19	30	19	34	21
lcl|NC_030673.1_cds_XP_017603066.1_30735	224	114	198	230	361	279
lcl|NC_030673.1_cds_XP_017606869.1_30742	61	42	49	40	129	96
lcl|NC_030673.1_cds_XP_017606871.1_30745	146	78	93	64	312	204
lcl|NC_030673.1_cds_XP_017603467.1_30746	57	50	28	24	35	29
lcl|NC_030673.1_cds_XP_017607687.1_30747	273	176	133	98	103	71
lcl|NC_030673.1_cds_XP_017604194.1_30748	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017605668.1_30750	0	0	1	1	9	6
lcl|NC_030673.1_cds_XP_017604197.1_30751	0	0	0	0	1	2
lcl|NC_030673.1_cds_XP_017604198.1_30752	0	0	1	1	0	0
lcl|NC_030673.1_cds_XP_017604199.1_30753	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017650073.1_30754	292	143	268	260	238	155
lcl|NC_030673.1_cds_XP_017650072.1_30755	6	4	1	4	10	11
lcl|NC_030673.1_cds_XP_017604045.1_30756	13	13	8	13	2	1
lcl|NC_030673.1_cds_XP_017604200.1_30757	11	9	15	13	17	11
lcl|NC_030673.1_cds_XP_017602781.1_30758	35	26	49	24	52	36
lcl|NC_030673.1_cds_XP_017603822.1_30759	91	59	126	130	166	83
lcl|NC_030673.1_cds_XP_017650159.1_30761	65	18	41	39	52	40
lcl|NC_030673.1_cds_XP_017603658.1_30762	147	78	52	82	155	139
lcl|NC_030673.1_cds_XP_017607453.1_30763	49	35	29	15	19	9
lcl|NC_030673.1_cds_XP_017603734.1_30765	29	27	79	67	19	18
lcl|NC_030673.1_cds_XP_017604201.1_30767	2	3	3	4	0	2
lcl|NC_030673.1_cds_XP_017606989.1_30768	1	1	2	3	1	1
lcl|NC_030673.1_cds_XP_017606992.1_30769	97	72	93	117	82	62
lcl|NC_030673.1_cds_XP_017606990.1_30770	120	66	93	79	112	103
lcl|NC_030673.1_cds_XP_017605192.1_30772	37	18	11	6	54	19
lcl|NC_030673.1_cds_XP_017603617.1_30773	46	38	49	36	47	42
lcl|NC_030673.1_cds_XP_017605154.1_30774	0	0	2	0	0	1
lcl|NC_030673.1_cds_XP_017606834.1_30776	305	172	225	161	369	260
lcl|NC_030673.1_cds_XP_017603271.1_30778	66	22	48	52	42	30
lcl|NC_030673.1_cds_XP_017606150.1_30779	423	198	170	144	120	102
lcl|NC_030673.1_cds_XP_017606149.1_30780	451	283	483	338	355	277
lcl|NC_030673.1_cds_XP_017607538.1_30781	247	173	338	373	150	113
lcl|NC_030673.1_cds_XP_017605486.1_30783	7	1	4	2	3	5
lcl|NC_030673.1_cds_XP_017603934.1_30784	107	76	84	80	38	13
lcl|NC_030673.1_cds_XP_017602839.1_30785	220	116	187	247	174	95
lcl|NC_030673.1_cds_XP_017603985.1_30786	15	8	18	16	3	3
lcl|NC_030673.1_cds_XP_017604203.1_30792	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604204.1_30793	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017607266.1_30794	111	102	156	196	141	119
lcl|NC_030673.1_cds_XP_017603266.1_30796	70	52	53	120	47	30
lcl|NC_030673.1_cds_XP_017606700.1_30797	297	158	395	299	442	289
lcl|NC_030673.1_cds_XP_017602974.1_30802	56	38	38	47	42	27
lcl|NC_030673.1_cds_XP_017605861.1_30804	13	8	35	22	41	34
lcl|NC_030673.1_cds_XP_017605728.1_30805	11	12	13	18	28	13
lcl|NC_030673.1_cds_XP_017603753.1_30806	17	7	10	62	6	5
lcl|NC_030673.1_cds_XP_017603976.1_30807	18	9	21	21	43	18
lcl|NC_030673.1_cds_XP_017605637.1_30809	4	4	33	19	23	21
lcl|NC_030673.1_cds_XP_017606359.1_30811	506	318	444	186	434	401
lcl|NC_030673.1_cds_XP_017606362.1_30814	378	224	395	422	236	148
lcl|NC_030673.1_cds_XP_017603137.1_30815	136	90	150	105	131	99
lcl|NC_030673.1_cds_XP_017606917.1_30816	127	45	105	120	100	63
lcl|NC_030673.1_cds_XP_017604043.1_30818	280	121	205	209	407	355
lcl|NC_030673.1_cds_XP_017605723.1_30819	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603368.1_30820	184	103	194	230	112	77
lcl|NC_030673.1_cds_XP_017602913.1_30821	202	122	167	130	156	70
lcl|NC_030673.1_cds_XP_017603204.1_30822	126	74	96	84	114	75
lcl|NC_030673.1_cds_XP_017650108.1_30823	653	454	606	448	305	184
lcl|NC_030673.1_cds_XP_017603173.1_30824	398	338	324	271	55	27
lcl|NC_030673.1_cds_XP_017605463.1_30825	6	3	23	19	14	8
lcl|NC_030673.1_cds_XP_017602897.1_30826	11	9	3	5	5	0
lcl|NC_030673.1_cds_XP_017604205.1_30827	3	2	1	2	2	2
lcl|NC_030673.1_cds_XP_017603538.1_30828	125	114	155	237	171	69
lcl|NC_030673.1_cds_XP_017605887.1_30829	18	6	0	0	1	0
lcl|NC_030673.1_cds_XP_017605965.1_30830	3	3	2	3	4	1
lcl|NC_030673.1_cds_XP_017603843.1_30831	99	57	160	84	76	58
lcl|NC_030673.1_cds_XP_017603613.1_30832	0	0	0	0	3	0
lcl|NC_030673.1_cds_XP_017603610.1_30835	1	0	1	1	0	1
lcl|NC_030673.1_cds_XP_017605409.1_30836	17	4	12	12	66	43
lcl|NC_030673.1_cds_XP_017602882.1_30837	41	33	52	32	52	29
lcl|NC_030673.1_cds_XP_017605624.1_30838	0	0	1	0	0	0
lcl|NC_030673.1_cds_XP_017605993.1_30839	0	0	4	5	0	0
lcl|NC_030673.1_cds_XP_017606455.1_30840	178	128	127	154	110	82
lcl|NC_030673.1_cds_XP_017606456.1_30841	63	35	68	80	204	123
lcl|NC_030673.1_cds_XP_017607517.1_30842	0	0	2	0	0	0
lcl|NC_030673.1_cds_XP_017607516.1_30843	29	16	58	42	21	15
lcl|NC_030673.1_cds_XP_017607096.1_30844	78	33	68	82	35	22
lcl|NC_030673.1_cds_XP_017603731.1_30845	15	5	11	6	23	6
lcl|NC_030673.1_cds_XP_017605078.1_30846	42	63	67	83	86	39
lcl|NC_030673.1_cds_XP_017606194.1_30847	752	574	1910	2519	1897	1130
lcl|NC_030673.1_cds_XP_017606193.1_30848	153	86	84	111	246	183
lcl|NC_030673.1_cds_XP_017603761.1_30850	81	38	11	8	1	0
lcl|NC_030673.1_cds_XP_017603919.1_30855	23	18	34	36	52	28
lcl|NC_030673.1_cds_XP_017607136.1_30856	178	128	210	196	255	146
lcl|NC_030673.1_cds_XP_017606530.1_30857	84	50	93	81	142	74
lcl|NC_030673.1_cds_XP_017606532.1_30859	997	733	411	446	731	413
lcl|NC_030673.1_cds_XP_017606529.1_30860	26	29	35	48	20	14
lcl|NC_030673.1_cds_XP_017604083.1_30861	64	45	69	70	56	45
lcl|NC_030673.1_cds_XP_017604937.1_30862	56	26	39	36	114	76
lcl|NC_030673.1_cds_XP_017603757.1_30865	11	7	10	18	16	13
lcl|NC_030673.1_cds_XP_017606086.1_30866	13	3	4	13	0	0
lcl|NC_030673.1_cds_XP_017603334.1_30867	162	103	103	60	119	74
lcl|NC_030673.1_cds_XP_017604206.1_30870	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605418.1_30871	10	7	5	2	4	0
lcl|NC_030673.1_cds_XP_017603212.1_30873	1	1	27	16	22	12
lcl|NC_030673.1_cds_XP_017605805.1_30874	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605346.1_30875	19	10	21	9	31	21
lcl|NC_030673.1_cds_XP_017603824.1_30876	78	56	46	37	27	17
lcl|NC_030673.1_cds_XP_017603371.1_30877	65	34	59	52	52	27
lcl|NC_030673.1_cds_XP_017603269.1_30878	80	36	64	74	45	30
lcl|NC_030673.1_cds_XP_017607286.1_30879	409	223	469	235	249	192
lcl|NC_030673.1_cds_XP_017605092.1_30880	77	34	37	213	25	26
lcl|NC_030673.1_cds_XP_017603085.1_30881	173	130	195	183	124	104
lcl|NC_030673.1_cds_XP_017603192.1_30882	86	72	61	138	54	35
lcl|NC_030673.1_cds_XP_017606587.1_30883	0	0	0	3	0	0
lcl|NC_030673.1_cds_XP_017606586.1_30884	83	64	164	87	26	27
lcl|NC_030673.1_cds_XP_017603445.1_30885	131	66	93	101	65	42
lcl|NC_030673.1_cds_XP_017606902.1_30888	730	437	659	323	411	319
lcl|NC_030673.1_cds_XP_017650063.1_30891	278	166	181	127	254	166
lcl|NC_030673.1_cds_XP_017606943.1_30892	233	124	267	325	256	122
lcl|NC_030673.1_cds_XP_017606944.1_30893	87	46	30	28	96	61
lcl|NC_030673.1_cds_XP_017605041.1_30894	17	10	28	22	12	8
lcl|NC_030673.1_cds_XP_017606889.1_30895	97	46	149	107	106	57
lcl|NC_030673.1_cds_XP_017607317.1_30896	71	40	72	60	107	73
lcl|NC_030673.1_cds_XP_017605507.1_30898	22	11	20	25	10	8
lcl|NC_030673.1_cds_XP_017603607.1_30899	160	97	133	146	96	40
lcl|NC_030673.1_cds_XP_017650211.1_30901	134	105	125	167	176	110
lcl|NC_030673.1_cds_XP_017607473.1_30903	153	116	172	135	153	88
lcl|NC_030673.1_cds_XP_017607033.1_30904	245	153	314	211	266	216
lcl|NC_030673.1_cds_XP_017607032.1_30905	38	29	32	15	25	12
lcl|NC_030673.1_cds_XP_017605459.1_30906	74	44	14	11	26	14
lcl|NC_030673.1_cds_XP_017605791.1_30907	18	15	0	1	4	2
lcl|NC_030673.1_cds_XP_017604208.1_30908	2	1	6	4	29	14
lcl|NC_030673.1_cds_XP_017606479.1_30909	191	112	110	49	110	117
lcl|NC_030673.1_cds_XP_017603217.1_30910	84	54	46	41	9	8
lcl|NC_030673.1_cds_XP_017604209.1_30912	0	1	1	0	0	0
lcl|NC_030673.1_cds_XP_017605350.1_30913	20	12	8	8	0	0
lcl|NC_030673.1_cds_XP_017605351.1_30914	1	4	1	1	0	0
lcl|NC_030673.1_cds_XP_017604210.1_30915	306	161	404	437	196	116
lcl|NC_030673.1_cds_XP_017603956.1_30916	62	37	43	34	37	20
lcl|NC_030673.1_cds_XP_017603208.1_30918	26	15	41	27	53	37
lcl|NC_030673.1_cds_XP_017606803.1_30922	83	68	61	50	72	58
lcl|NC_030673.1_cds_XP_017606805.1_30924	62	46	51	38	56	36
lcl|NC_030673.1_cds_XP_017606807.1_30925	60	45	69	100	64	31
lcl|NC_030673.1_cds_XP_017605330.1_30926	5	5	15	20	32	12
lcl|NC_030673.1_cds_XP_017607397.1_30927	111	64	111	72	96	47
lcl|NC_030673.1_cds_XP_017603591.1_30928	45	30	46	44	68	36
lcl|NC_030673.1_cds_XP_017603048.1_30929	1	0	3	2	5	8
lcl|NC_030673.1_cds_XP_017603049.1_30930	168	100	134	159	189	143
lcl|NC_030673.1_cds_XP_017602833.1_30931	92	69	83	113	39	15
lcl|NC_030673.1_cds_XP_017606555.1_30933	619	406	565	324	334	256
lcl|NC_030673.1_cds_XP_017606444.1_30934	9	7	9	10	4	3
lcl|NC_030673.1_cds_XP_017606443.1_30935	238	186	198	181	129	65
lcl|NC_030673.1_cds_XP_017605240.1_30936	9	9	7	5	8	1
lcl|NC_030673.1_cds_XP_017603543.1_30938	210	133	258	152	131	98
lcl|NC_030673.1_cds_XP_017603870.1_30939	113	75	52	44	41	36
lcl|NC_030673.1_cds_XP_017604956.1_30940	7	8	6	7	4	2
lcl|NC_030673.1_cds_XP_017603894.1_30942	107	94	122	72	82	66
lcl|NC_030673.1_cds_XP_017603860.1_30944	120	70	102	97	67	36
lcl|NC_030673.1_cds_XP_017605515.1_30945	22	10	14	14	5	3
lcl|NC_030673.1_cds_XP_017607456.1_30948	326	194	231	320	286	240
lcl|NC_030673.1_cds_XP_017604212.1_30949	23	6	7	1	7	3
lcl|NC_030673.1_cds_XP_017602827.1_30950	51	40	44	51	47	21
lcl|NC_030673.1_cds_XP_017605048.1_30953	28	36	34	38	12	14
lcl|NC_030673.1_cds_XP_017605883.1_30954	6	8	1	1	0	0
lcl|NC_030673.1_cds_XP_017606387.1_30955	173	128	146	91	130	118
lcl|NC_030673.1_cds_XP_017606389.1_30957	107	101	103	98	89	42
lcl|NC_030673.1_cds_XP_017605227.1_30958	37	35	18	24	6	5
lcl|NC_030673.1_cds_XP_017605271.1_30959	36	18	13	6	8	8
lcl|NC_030673.1_cds_XP_017606819.1_30961	453	285	306	247	140	85
lcl|NC_030673.1_cds_XP_017607289.1_30963	320	237	193	82	203	124
lcl|NC_030673.1_cds_XP_017603219.1_30964	1062	1110	778	795	995	556
lcl|NC_030673.1_cds_XP_017603454.1_30965	394	279	445	488	391	179
lcl|NC_030673.1_cds_XP_017605340.1_30966	9	8	5	3	4	6
lcl|NC_030673.1_cds_XP_017607699.1_30970	1138	667	625	587	1646	881
lcl|NC_030673.1_cds_XP_017607697.1_30971	1	0	1	0	0	1
lcl|NC_030673.1_cds_XP_017603994.1_30972	2	3	12	7	8	3
lcl|NC_030673.1_cds_XP_017603460.1_30975	269	159	205	155	181	122
lcl|NC_030673.1_cds_XP_017606892.1_30976	345	202	300	262	265	145
lcl|NC_030673.1_cds_XP_017603361.1_30978	29	18	13	19	10	3
lcl|NC_030673.1_cds_XP_017603479.1_30979	46	23	58	47	31	17
lcl|NC_030673.1_cds_XP_017607118.1_30983	372	239	148	195	284	220
lcl|NC_030673.1_cds_XP_017603086.1_30984	143	81	89	141	125	29
lcl|NC_030673.1_cds_XP_017606540.1_30985	71	42	32	41	21	32
lcl|NC_030673.1_cds_XP_017606542.1_30988	48	18	17	284	18	11
lcl|NC_030673.1_cds_XP_017603583.1_30989	27	21	21	12	31	22
lcl|NC_030673.1_cds_XP_017603582.1_30990	15	5	20	6	22	17
lcl|NC_030673.1_cds_XP_017603584.1_30991	13	12	10	7	17	12
lcl|NC_030673.1_cds_XP_017605436.1_30992	14	6	10	10	3	3
lcl|NC_030673.1_cds_XP_017606434.1_30994	126	82	156	133	144	84
lcl|NC_030673.1_cds_XP_017606435.1_30995	3	2	6	5	5	2
lcl|NC_030673.1_cds_XP_017606436.1_30996	999	783	1872	1846	1158	627
lcl|NC_030673.1_cds_XP_017606816.1_30997	42	46	51	24	55	42
lcl|NC_030673.1_cds_XP_017606817.1_30998	5	1	1	5	0	1
lcl|NC_030673.1_cds_XP_017604213.1_30999	6	2	4	1	3	2
lcl|NC_030673.1_cds_XP_017606815.1_31000	146	110	190	113	262	204
lcl|NC_030673.1_cds_XP_017607415.1_31001	336	184	259	118	222	120
lcl|NC_030673.1_cds_XP_017604214.1_31002	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604953.1_31003	17	11	22	19	28	25
lcl|NC_030673.1_cds_XP_017607162.1_31005	478	315	900	482	1150	787
lcl|NC_030673.1_cds_XP_017605521.1_31006	0	1	3	2	3	1
lcl|NC_030673.1_cds_XP_017603229.1_31007	18	16	20	22	16	23
lcl|NC_030673.1_cds_XP_017605100.1_31008	59	29	51	306	63	40
lcl|NC_030673.1_cds_XP_017607331.1_31011	112	81	118	107	113	59
lcl|NC_030673.1_cds_XP_017607296.1_31013	126	96	55	69	37	36
lcl|NC_030673.1_cds_XP_017607297.1_31015	44	21	32	33	50	32
lcl|NC_030673.1_cds_XP_017607448.1_31016	76	59	46	51	70	56
lcl|NC_030673.1_cds_XP_017605724.1_31020	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604215.1_31022	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605784.1_31023	0	1	1	0	0	0
lcl|NC_030673.1_cds_XP_017604216.1_31024	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604964.1_31025	30	11	44	54	62	47
lcl|NC_030673.1_cds_XP_017603802.1_31026	407	307	835	641	928	580
lcl|NC_030673.1_cds_XP_017605632.1_31027	6	4	1	2	18	8
lcl|NC_030673.1_cds_XP_017605631.1_31028	16	4	7	3	20	11
lcl|NC_030673.1_cds_XP_017605170.1_31029	38	18	26	29	39	35
lcl|NC_030673.1_cds_XP_017604218.1_31030	18	3	1	2	0	0
lcl|NC_030673.1_cds_XP_017605880.1_31032	1	1	1	0	1	1
lcl|NC_030673.1_cds_XP_017604219.1_31033	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603630.1_31034	33	17	32	34	19	6
lcl|NC_030673.1_cds_XP_017605966.1_31036	7	4	8	5	0	2
lcl|NC_030673.1_cds_XP_017605198.1_31038	15	16	32	16	34	18
lcl|NC_030673.1_cds_XP_017605854.1_31039	2	2	1	0	4	4
lcl|NC_030673.1_cds_XP_017607455.1_31040	81	64	82	69	27	20
lcl|NC_030673.1_cds_XP_017604220.1_31041	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017604221.1_31042	0	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017603422.1_31043	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017603423.1_31044	2117	1184	813	821	1515	907
lcl|NC_030673.1_cds_XP_017603476.1_31045	15	13	6	5	6	5
lcl|NC_030673.1_cds_XP_017603356.1_31046	33	27	39	52	47	29
lcl|NC_030673.1_cds_XP_017603355.1_31047	48	29	42	55	58	24
lcl|NC_030673.1_cds_XP_017603224.1_31048	27	13	18	20	20	3
lcl|NC_030673.1_cds_XP_017605470.1_31049	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605469.1_31050	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605991.1_31051	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017605909.1_31052	13	15	7	10	0	0
lcl|NC_030673.1_cds_XP_017650019.1_31053	53	36	90	71	47	38
lcl|NC_030673.1_cds_XP_017605907.1_31054	1	1	4	5	1	0
lcl|NC_030673.1_cds_XP_017605529.1_31055	1	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017606719.1_31056	183	98	253	236	238	199
lcl|NC_030673.1_cds_XP_017605706.1_31058	5	5	1	1	0	3
lcl|NC_030673.1_cds_XP_017605971.1_31059	4	1	0	1	3	1
lcl|NC_030673.1_cds_XP_017605563.1_31060	4	0	1	1	0	1
lcl|NC_030673.1_cds_XP_017606091.1_31061	38	14	9	2	3	0
lcl|NC_030673.1_cds_XP_017606092.1_31062	12	10	8	1	0	2
lcl|NC_030673.1_cds_XP_017605929.1_31063	16	5	29	20	14	10
lcl|NC_030673.1_cds_XP_017605403.1_31064	29	10	24	37	27	13
lcl|NC_030673.1_cds_XP_017606070.1_31066	84	68	134	60	120	81
lcl|NC_030673.1_cds_XP_017606071.1_31067	892	570	274	160	100	71
lcl|NC_030673.1_cds_XP_017606074.1_31068	238	183	160	147	203	146
lcl|NC_030673.1_cds_XP_017606072.1_31070	146	76	113	64	104	63
lcl|NC_030673.1_cds_XP_017604952.1_31072	13	5	13	17	5	4
lcl|NC_030673.1_cds_XP_017603674.1_31073	32	28	26	42	21	14
lcl|NC_030673.1_cds_XP_017605135.1_31075	0	0	2	1	0	3
lcl|NC_030673.1_cds_XP_017605130.1_31076	1	1	1	1	0	0
lcl|NC_030673.1_cds_XP_017605133.1_31079	0	0	1	0	8	0
lcl|NC_030673.1_cds_XP_017605138.1_31080	0	0	0	1	0	0
lcl|NC_030673.1_cds_XP_017605134.1_31081	3	0	0	0	3	0
lcl|NC_030673.1_cds_XP_017605137.1_31082	0	0	1	0	1	1
lcl|NC_030673.1_cds_XP_017602847.1_31084	615	308	521	626	358	229
lcl|NC_030673.1_cds_XP_017605893.1_31085	6	4	7	7	13	11
lcl|NC_030673.1_cds_XP_017605554.1_31086	25	1	3	28	1	3
lcl|NC_030673.1_cds_XP_017606274.1_31087	146	116	166	174	100	49
lcl|NC_030673.1_cds_XP_017606272.1_31088	180	67	148	531	820	614
lcl|NC_030673.1_cds_XP_017603730.1_31090	60	4	71	106	198	130
lcl|NC_030673.1_cds_XP_017650020.1_31091	41	35	64	75	112	81
lcl|NC_030673.1_cds_XP_017604222.1_31093	90	49	78	77	93	44
lcl|NC_030673.1_cds_XP_017606390.1_31094	193	150	219	193	205	167
lcl|NC_030673.1_cds_XP_017606976.1_31096	48	26	54	42	81	55
lcl|NC_030673.1_cds_XP_017606975.1_31097	48	30	47	51	92	62
lcl|NC_030673.1_cds_XP_017606981.1_31099	0	0	0	0	0	0
lcl|NC_030673.1_cds_XP_017606980.1_31100	456	200	457	423	314	235
lcl|NC_030673.1_cds_XP_017603309.1_31102	112	64	121	77	63	50
lcl|NC_030673.1_cds_XP_017607464.1_31103	25	14	18	16	27	24
lcl|NC_030673.1_cds_XP_017607318.1_31104	140	107	61	62	136	104
lcl|NC_030673.1_cds_XP_017603918.1_31113	2105	1319	891	776	4343	2592
lcl|NC_030673.1_cds_XP_017607051.1_31114	139	111	179	127	97	73
lcl|NC_030673.1_cds_XP_017607052.1_31115	440	251	264	224	257	172
lcl|NC_030673.1_cds_XP_017603447.1_31116	154	94	86	79	119	86
