GENE	G_arboreum	G_arboreum+N	G_raimondii	G_raimondii+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
lcl|NC_030672.1_cds_XP_017648347.1_27254	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649829.1_27255	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646551.1_27256	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646802.1_27261	0	0	0	0	0	0	5	0
lcl|NC_030672.1_cds_XP_017648701.1_27262	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649822.1_27263	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647599.1_27264	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646931.1_27265	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648486.1_27266	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646961.1_27267	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647600.1_27268	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647183.1_27269	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647601.1_27273	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647336.1_27274	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649329.1_27275	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649328.1_27277	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649331.1_27278	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647047.1_27279	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017648480.1_27280	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647247.1_27283	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647117.1_27284	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648533.1_27285	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647097.1_27286	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649935.1_27289	0	0	0	0	0	0	4	0
lcl|NC_030672.1_cds_XP_017649932.1_27291	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649738.1_27293	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646645.1_27296	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017648558.1_27297	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649783.1_27298	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647602.1_27299	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649830.1_27300	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649979.1_27302	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647604.1_27303	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648571.1_27305	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646691.1_27306	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646896.1_27307	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646962.1_27311	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017649517.1_27312	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647605.1_27313	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646705.1_27314	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647606.1_27315	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647607.1_27316	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647608.1_27317	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648796.1_27318	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647609.1_27319	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647610.1_27320	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647611.1_27321	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647612.1_27322	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647614.1_27323	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647615.1_27324	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649335.1_27325	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648155.1_27327	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646885.1_27328	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646536.1_27329	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647617.1_27330	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647618.1_27331	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647619.1_27332	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647620.1_27333	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648520.1_27334	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647621.1_27335	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649635.1_27336	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647622.1_27338	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648399.1_27339	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647495.1_27340	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647494.1_27341	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648373.1_27342	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648659.1_27344	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648708.1_27345	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649052.1_27346	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647107.1_27349	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649599.1_27350	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648443.1_27352	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647624.1_27353	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647625.1_27354	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649669.1_27356	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649409.1_27361	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647626.1_27362	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648484.1_27364	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647627.1_27365	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649182.1_27366	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647628.1_27369	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647629.1_27370	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648561.1_27371	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648565.1_27372	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648189.1_27376	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647631.1_27378	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648369.1_27379	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647320.1_27380	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649074.1_27381	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017649075.1_27382	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647263.1_27385	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649436.1_27388	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017649909.1_27389	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648646.1_27390	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647477.1_27391	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649613.1_27392	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649612.1_27393	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017649578.1_27394	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649580.1_27396	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648426.1_27397	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647632.1_27398	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648144.1_27399	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646758.1_27401	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648706.1_27402	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646852.1_27403	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017647633.1_27404	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648337.1_27405	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647377.1_27406	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647402.1_27407	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647257.1_27408	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647634.1_27409	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647135.1_27410	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647191.1_27413	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649823.1_27416	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649845.1_27417	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648247.1_27423	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647386.1_27424	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647428.1_27425	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648634.1_27426	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647635.1_27427	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648311.1_27428	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649055.1_27429	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649056.1_27430	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647636.1_27432	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649242.1_27433	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647638.1_27437	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647639.1_27438	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646584.1_27439	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649877.1_27440	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647640.1_27441	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649444.1_27442	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649442.1_27443	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646865.1_27445	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647641.1_27447	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646646.1_27448	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647643.1_27449	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648289.1_27450	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648700.1_27451	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646786.1_27452	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646634.1_27453	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646636.1_27454	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646637.1_27456	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646639.1_27458	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646916.1_27459	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647644.1_27460	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646919.1_27462	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648678.1_27465	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649763.1_27466	0	0	0	0	0	0	10	0
lcl|NC_030672.1_cds_XP_017646985.1_27467	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648212.1_27468	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648551.1_27469	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649874.1_27472	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648675.1_27473	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647387.1_27474	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648206.1_27475	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647121.1_27479	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649457.1_27481	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649459.1_27482	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648543.1_27483	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649193.1_27484	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649731.1_27494	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646976.1_27495	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647646.1_27497	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646613.1_27498	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648641.1_27499	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648236.1_27500	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647648.1_27501	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649721.1_27502	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648499.1_27503	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647649.1_27504	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646538.1_27505	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646855.1_27506	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648666.1_27508	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649960.1_27510	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017647650.1_27512	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648397.1_27513	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649836.1_27514	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649557.1_27515	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649963.1_27516	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647651.1_27517	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647652.1_27518	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649528.1_27520	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647653.1_27521	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648288.1_27522	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647654.1_27523	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646994.1_27524	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017650002.1_27532	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648171.1_27534	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647139.1_27535	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648668.1_27536	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647013.1_27537	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647656.1_27538	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649643.1_27539	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647068.1_27540	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649334.1_27542	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017649994.1_27543	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649997.1_27546	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648916.1_27547	0	0	0	0	0	0	6	0
lcl|NC_030672.1_cds_XP_017648509.1_27549	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648628.1_27550	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647283.1_27551	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646601.1_27553	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647065.1_27555	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646763.1_27557	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646760.1_27558	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648292.1_27561	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648791.1_27562	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648789.1_27568	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647256.1_27569	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648528.1_27572	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648529.1_27573	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648557.1_27574	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648319.1_27575	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646741.1_27576	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647657.1_27578	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649556.1_27579	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647658.1_27580	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648149.1_27581	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647659.1_27582	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649089.1_27584	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647662.1_27585	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649712.1_27586	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649711.1_27589	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646755.1_27590	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646754.1_27591	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646984.1_27592	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647663.1_27593	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649547.1_27594	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017647211.1_27596	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647434.1_27597	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648417.1_27598	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646621.1_27600	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648478.1_27601	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648185.1_27602	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647346.1_27603	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647324.1_27604	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017648591.1_27605	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648738.1_27606	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648760.1_27607	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648762.1_27609	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648763.1_27610	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647665.1_27617	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649915.1_27618	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647666.1_27619	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648515.1_27620	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647667.1_27621	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647668.1_27622	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647669.1_27623	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647672.1_27625	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646563.1_27627	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017648366.1_27628	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648130.1_27629	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648321.1_27630	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648173.1_27631	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647674.1_27632	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648449.1_27633	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649299.1_27634	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647675.1_27635	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647676.1_27636	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647678.1_27637	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649795.1_27638	0	0	0	0	0	0	6	0
lcl|NC_030672.1_cds_XP_017649794.1_27639	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647679.1_27640	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647459.1_27641	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646824.1_27642	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648548.1_27643	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646740.1_27644	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646878.1_27645	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646877.1_27646	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017649361.1_27647	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649362.1_27648	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647484.1_27649	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647483.1_27650	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648550.1_27651	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649398.1_27652	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647142.1_27653	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017649507.1_27654	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649697.1_27657	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649699.1_27659	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648217.1_27660	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646813.1_27661	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649368.1_27662	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017646787.1_27664	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646908.1_27665	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017646979.1_27666	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017646713.1_27670	0	0	0	0	0	0	3	0
lcl|NC_030672.1_cds_XP_017647269.1_27672	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647680.1_27673	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648554.1_27674	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648304.1_27675	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647113.1_27676	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649420.1_27678	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649421.1_27679	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649422.1_27680	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646977.1_27682	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647390.1_27683	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017649814.1_27684	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649815.1_27685	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646915.1_27689	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017648636.1_27690	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648835.1_27691	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648326.1_27694	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648253.1_27699	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647683.1_27702	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649432.1_27703	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648513.1_27704	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649463.1_27705	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017648128.1_27706	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017646550.1_27707	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646690.1_27708	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017647684.1_27709	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649386.1_27710	0	0	0	0	0	0	2	0
lcl|NC_030672.1_cds_XP_017649387.1_27711	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017648574.1_27713	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646724.1_27714	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646725.1_27715	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649139.1_27716	0	0	0	0	0	0	11	0
lcl|NC_030672.1_cds_XP_017649861.1_27718	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649863.1_27719	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649862.1_27720	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017646747.1_27721	0	0	0	0	0	0	0	0
lcl|NC_030672.1_cds_XP_017649390.1_27723	0	0	0	0	0	0	1	0
lcl|NC_030672.1_cds_XP_017647685.1_27724	0	0	0	0	0	0	0	0
