GENE	G_arboreum	G_arboreum+N	G_raimondii	G_raimondii+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
lcl|NC_030667.1_cds_XP_017630165.1_11900	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630292.1_11901	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628947.1_11902	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628949.1_11906	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628950.1_11907	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628952.1_11909	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630296.1_11910	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627211.1_11911	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628953.1_11914	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628954.1_11915	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628955.1_11916	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631312.1_11917	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628956.1_11921	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628957.1_11922	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628250.1_11923	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628341.1_11925	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628340.1_11926	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630273.1_11927	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630294.1_11928	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628958.1_11929	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630036.1_11930	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629988.1_11931	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628959.1_11932	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631510.1_11933	0	0	0	0	0	0	5	0
lcl|NC_030667.1_cds_XP_017630489.1_11934	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630491.1_11936	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628960.1_11937	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628961.1_11938	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628963.1_11939	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628964.1_11940	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627389.1_11941	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017627985.1_11942	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631322.1_11943	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628344.1_11944	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628965.1_11945	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629665.1_11946	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627433.1_11948	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631357.1_11952	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627949.1_11953	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629954.1_11957	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630201.1_11958	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627646.1_11960	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627955.1_11964	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628966.1_11965	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629908.1_11966	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628968.1_11967	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627391.1_11968	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630211.1_11969	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630183.1_11970	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630033.1_11971	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630225.1_11972	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629622.1_11973	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017628969.1_11974	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627792.1_11975	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629583.1_11976	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627908.1_11977	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629866.1_11979	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628434.1_11980	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628970.1_11981	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630425.1_11982	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627681.1_11983	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017627295.1_11985	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631719.1_11986	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628971.1_11987	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628972.1_11988	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628973.1_11989	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628975.1_11990	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631241.1_11991	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631028.1_11992	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628976.1_11993	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630304.1_11994	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628977.1_11995	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627630.1_11996	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629545.1_11997	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628083.1_11998	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629871.1_11999	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628124.1_12000	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017628978.1_12001	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627169.1_12002	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017629722.1_12003	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628979.1_12004	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627482.1_12005	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627323.1_12006	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631752.1_12007	0	0	0	0	0	0	6	0
lcl|NC_030667.1_cds_XP_017630299.1_12008	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630298.1_12011	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017628980.1_12012	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630263.1_12013	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630801.1_12015	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630803.1_12016	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628257.1_12017	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628981.1_12018	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627183.1_12019	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631703.1_12026	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630166.1_12028	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631570.1_12029	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017627938.1_12030	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631568.1_12031	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631006.1_12032	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630726.1_12037	0	0	0	0	0	0	5	0
lcl|NC_030667.1_cds_XP_017627466.1_12038	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628982.1_12039	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629786.1_12040	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627861.1_12043	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628983.1_12044	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627346.1_12045	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017627345.1_12046	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631331.1_12047	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631330.1_12048	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628420.1_12049	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631652.1_12050	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627443.1_12051	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017628984.1_12052	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627216.1_12053	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631427.1_12054	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631426.1_12055	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629441.1_12056	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630203.1_12060	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627631.1_12061	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630385.1_12063	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630386.1_12064	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630384.1_12065	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017627663.1_12066	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017629812.1_12067	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631548.1_12068	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629699.1_12069	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627488.1_12070	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627489.1_12071	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629440.1_12072	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631378.1_12073	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630413.1_12075	0	0	0	0	0	0	3	0
lcl|NC_030667.1_cds_XP_017628985.1_12081	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631359.1_12082	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629679.1_12083	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629680.1_12084	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631255.1_12085	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631257.1_12088	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631131.1_12089	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017630161.1_12090	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629981.1_12091	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628003.1_12092	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628986.1_12094	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627133.1_12095	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628987.1_12097	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628293.1_12098	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628989.1_12100	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630830.1_12101	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630031.1_12108	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627181.1_12109	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628990.1_12110	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628991.1_12111	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631556.1_12112	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629523.1_12113	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628992.1_12114	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629846.1_12115	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631356.1_12116	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017631015.1_12117	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631013.1_12118	0	0	0	0	0	0	3	0
lcl|NC_030667.1_cds_XP_017628335.1_12119	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628249.1_12121	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628994.1_12122	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628995.1_12123	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628996.1_12124	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629916.1_12125	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628221.1_12128	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631019.1_12129	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631588.1_12130	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631587.1_12131	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017628997.1_12132	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628998.1_12133	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627966.1_12135	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630227.1_12138	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628395.1_12139	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629000.1_12140	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629001.1_12141	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629002.1_12142	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629003.1_12143	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631102.1_12145	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631103.1_12146	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629006.1_12147	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631749.1_12148	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631285.1_12149	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630182.1_12150	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630331.1_12152	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630328.1_12153	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629007.1_12157	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630335.1_12159	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630334.1_12160	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630067.1_12161	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627283.1_12163	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629473.1_12164	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627284.1_12165	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629008.1_12168	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628052.1_12169	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630929.1_12170	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630690.1_12171	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628389.1_12172	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631709.1_12174	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629009.1_12176	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628150.1_12177	0	0	0	0	0	0	13	0
lcl|NC_030667.1_cds_XP_017627905.1_12178	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631046.1_12183	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631612.1_12184	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631157.1_12186	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629584.1_12187	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629012.1_12188	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629014.1_12190	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628413.1_12191	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629833.1_12192	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629015.1_12193	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629016.1_12194	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629017.1_12195	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630745.1_12196	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017627150.1_12198	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631225.1_12200	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627525.1_12201	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630284.1_12202	0	0	0	0	0	0	2	0
lcl|NC_030667.1_cds_XP_017631073.1_12207	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630524.1_12208	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017630526.1_12210	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630178.1_12212	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631530.1_12213	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629019.1_12216	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630022.1_12217	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627156.1_12218	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629021.1_12220	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630032.1_12222	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628354.1_12223	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630003.1_12225	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630004.1_12226	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627512.1_12227	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631544.1_12228	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631545.1_12229	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630239.1_12230	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628285.1_12231	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629678.1_12232	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629022.1_12233	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629023.1_12234	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630750.1_12235	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630749.1_12237	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017628203.1_12238	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630098.1_12240	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629024.1_12241	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628412.1_12242	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629025.1_12243	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631577.1_12244	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629991.1_12247	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629027.1_12248	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629028.1_12249	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631573.1_12250	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629029.1_12251	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629851.1_12252	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629852.1_12253	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629030.1_12254	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629688.1_12255	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628106.1_12256	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630159.1_12258	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631272.1_12259	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631557.1_12261	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631087.1_12263	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017630850.1_12266	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629032.1_12267	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631155.1_12268	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630887.1_12270	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630888.1_12271	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629033.1_12272	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629034.1_12273	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628112.1_12274	0	0	0	0	0	0	3	0
lcl|NC_030667.1_cds_XP_017627444.1_12275	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629617.1_12276	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628318.1_12277	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627698.1_12278	0	0	0	0	0	0	4	0
lcl|NC_030667.1_cds_XP_017629792.1_12280	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630851.1_12286	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630854.1_12288	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629450.1_12289	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629631.1_12290	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631526.1_12292	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628333.1_12296	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629035.1_12297	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629036.1_12298	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631649.1_12299	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629038.1_12300	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630070.1_12301	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630069.1_12302	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629561.1_12304	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629849.1_12306	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017631340.1_12307	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631341.1_12308	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631339.1_12309	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631166.1_12310	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631165.1_12311	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628232.1_12312	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627634.1_12313	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630481.1_12315	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629529.1_12318	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628016.1_12319	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017627272.1_12322	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017630184.1_12323	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631268.1_12324	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631266.1_12327	0	0	0	0	0	0	3	0
lcl|NC_030667.1_cds_XP_017630081.1_12328	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629039.1_12329	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629714.1_12330	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627798.1_12331	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629040.1_12332	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629041.1_12333	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629835.1_12334	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628372.1_12335	0	0	0	0	0	0	1	0
lcl|NC_030667.1_cds_XP_017629713.1_12337	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629042.1_12338	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629976.1_12339	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628134.1_12340	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629999.1_12341	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629043.1_12342	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017627859.1_12343	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628216.1_12344	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629044.1_12345	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017628193.1_12346	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631235.1_12347	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017631236.1_12348	0	0	0	0	0	0	3	0
lcl|NC_030667.1_cds_XP_017629045.1_12349	0	0	0	0	0	0	0	0
lcl|NC_030667.1_cds_XP_017629046.1_12350	0	0	0	0	0	0	0	0
